lat_departure,lon_departure,lat_arrival,lon_arrival
43.1836,3.0042,43.1836,3.0042,
42.6806,2.9428,43.1836,3.0042,
43.23,0.07,43.23,0.07,
43.4611,1.3267,43.4611,1.3267,
42.9653,1.6069,43.4611,1.3267,
44.3506,2.575,44.3506,2.575,
44.6086,2.0317,44.3506,2.575,
44.0986,3.0783,44.0986,3.0783,
44.5183,3.5006,44.0986,3.0783,
43.6465,0.5855,43.6465,0.5855,
43.6169,1.2847,43.6465,0.5855,
43.6369,3.9019,43.6369,3.9019,
43.86,4.4439,43.6369,3.9019,
